date,district,branch,active_customers,new_connections,festival_indicator,price,stock,refill_bookings
2025-01-10,Coimbatore,West,55489,2672,0,838,4676,41659
2025-01-10,Chennai,Central,92000,3983,0,823,9240,18215
2025-01-10,Chennai,North,214758,3187,0,801,14517,8867
2025-01-10,Chennai,South,143997,3293,0,893,6063,17741
2025-01-10,Chennai,East,231551,2721,0,824,2126,49799
2025-01-10,Chennai,West,145880,1103,0,949,14247,14802
2025-01-10,Madurai,Central,144200,682,0,944,12544,23120
2025-01-10,Madurai,North,197587,1292,0,868,3306,5284
2025-01-10,Madurai,South,59482,1345,1,906,19824,48105
2025-01-10,Madurai,East,166376,3214,1,933,4726,6891
2025-01-10,Madurai,West,62226,697,0,844,13034,46925
2025-01-10,Trichy,Central,160868,3790,0,840,14925,31767
2025-01-10,Trichy,North,187709,845,1,943,10145,44384
2025-01-10,Trichy,South,197601,2235,0,889,16359,26799
2025-01-10,Trichy,East,220225,1670,0,918,9364,35639
2025-01-10,Trichy,West,122291,1699,0,902,17373,17396
2025-01-10,Salem,Central,79370,3559,0,940,8391,45270
2025-01-10,Salem,North,89504,254,0,864,5579,13056
2025-01-10,Salem,South,167629,553,0,819,18018,6680
2025-01-10,Salem,East,217427,4231,0,866,6307,14756
2025-01-10,Salem,West,226887,3562,0,841,18262,18428
2025-01-11,Coimbatore,Central,109134,4972,0,945,17495,27812
2025-01-11,Coimbatore,North,84275,4604,0,818,18654,7168
2025-01-11,Coimbatore,South,192406,304,0,844,16506,26942
2025-01-11,Coimbatore,East,241968,3489,0,883,2039,5365
2025-01-11,Coimbatore,West,213148,2250,0,917,8953,43698
2025-01-11,Chennai,Central,107332,962,1,857,17053,26013
2025-01-11,Chennai,North,195156,2190,0,926,15097,46193
2025-01-11,Chennai,South,224506,2608,0,812,17963,5410
2025-01-11,Chennai,East,190237,1599,0,800,5883,15751
2025-01-11,Chennai,West,127248,1128,1,893,10547,46261
2025-01-11,Madurai,Central,125800,4253,1,829,14829,39155
2025-01-11,Madurai,North,83374,2890,1,809,6798,35089
2025-01-11,Madurai,South,145377,1799,0,804,4137,46580
2025-01-11,Madurai,East,239476,1429,0,918,7227,29084
2025-01-11,Madurai,West,126073,4851,0,875,3726,45613
2025-01-11,Trichy,Central,155874,3605,0,922,12369,36675
2025-01-11,Trichy,North,178512,2823,0,849,16310,44725
2025-01-11,Trichy,South,221699,774,1,896,9835,29450
2025-01-11,Trichy,East,215260,2180,1,917,5215,15093
2025-01-11,Trichy,West,176959,3146,0,947,4242,24016
2025-01-11,Salem,Central,227161,3549,0,885,9298,47858
2025-01-11,Salem,North,194146,2081,1,887,11470,39689
2025-01-11,Salem,South,155987,1994,0,854,3487,42607
2025-01-11,Salem,East,165638,1734,0,868,13893,14759
2025-01-11,Salem,West,146853,3610,0,942,2274,7701
2025-01-12,Coimbatore,Central,198140,1972,1,806,6655,21781
2025-01-12,Coimbatore,North,212683,3375,1,944,18003,23252
2025-01-12,Coimbatore,South,209325,1241,0,925,14970,24309
2025-01-12,Coimbatore,East,57238,2017,0,932,13633,42634
2025-01-12,Coimbatore,West,212269,4701,0,836,8993,40096
2025-01-12,Chennai,Central,176415,1743,0,809,7669,43690
2025-01-12,Chennai,North,202593,3928,0,836,9085,42300
2025-01-12,Chennai,South,77640,4886,1,915,5795,16320
2025-01-12,Chennai,East,121991,3555,0,848,6476,33825
2025-01-12,Chennai,West,188963,3583,0,828,8229,26394
2025-01-12,Madurai,Central,104621,2944,0,895,8860,21375
2025-01-12,Madurai,North,237634,2746,1,854,3734,29363
2025-01-12,Madurai,South,156927,2611,1,948,9117,28432
2025-01-12,Madurai,East,120384,4669,0,884,2382,9549
2025-01-12,Madurai,West,241773,319,0,885,16614,40059
2025-01-12,Trichy,Central,189055,3587,0,821,14432,42046
2025-01-12,Trichy,North,77768,1366,0,927,3175,23243
2025-01-12,Trichy,South,192236,582,0,895,19077,48277
2025-01-12,Trichy,East,220133,328,1,852,6534,9264
2025-01-12,Trichy,West,147335,1633,1,949,15784,7180
2025-01-12,Salem,Central,86277,3082,1,843,17915,36890
2025-01-12,Salem,North,166551,4506,0,905,19731,29917
2025-01-12,Salem,South,182468,4512,0,803,10882,34360
2025-01-12,Salem,East,220655,962,1,925,13464,41304
2025-01-12,Salem,West,142804,961,0,808,11485,18854
2025-01-13,Coimbatore,Central,179543,4786,1,838,19384,32222
2025-01-13,Coimbatore,North,69322,2409,1,931,7995,43638
2025-01-13,Coimbatore,South,184857,3273,1,887,10452,9583
2025-01-13,Coimbatore,East,244533,1833,0,824,14390,19010
2025-01-13,Coimbatore,West,101655,1943,0,882,17103,31444
2025-01-13,Chennai,Central,144085,4938,0,840,19157,27905
2025-01-13,Chennai,North,160320,1557,1,911,14304,19757
2025-01-13,Chennai,South,148473,474,1,828,14805,39082
2025-01-13,Chennai,East,122185,2217,1,826,12585,45717
2025-01-13,Chennai,West,96579,1311,0,850,11566,21320
2025-01-13,Madurai,Central,72397,482,0,823,9666,35690
2025-01-13,Madurai,North,93825,4005,0,928,4526,38772
2025-01-13,Madurai,South,111919,2300,0,913,11723,7881
2025-01-13,Madurai,East,105976,3646,1,943,16931,32255
2025-01-13,Madurai,West,85166,608,1,846,17808,29825
2025-01-13,Trichy,Central,146147,638,1,831,3744,26446
2025-01-13,Trichy,North,145157,3747,1,922,12867,42124
2025-01-13,Trichy,South,247233,2456,0,855,13918,48275
2025-01-13,Trichy,East,176625,1195,0,858,17485,11034
2025-01-13,Trichy,West,170996,4035,0,835,13967,47702
2025-01-13,Salem,Central,227516,4093,0,906,13578,17786
2025-01-13,Salem,North,80037,2252,1,918,4231,16597
2025-01-13,Salem,South,242925,933,0,902,18328,25053
2025-01-13,Salem,East,149083,3758,0,822,11189,42105
2025-01-13,Salem,West,50489,3114,0,835,15785,41543
2025-01-14,Coimbatore,Central,195515,2517,0,930,11645,26084
2025-01-14,Coimbatore,North,131183,1245,0,829,12864,44783
2025-01-14,Coimbatore,South,232282,1224,1,890,14714,6195
2025-01-14,Coimbatore,East,140759,723,0,898,8256,8199
2025-01-14,Coimbatore,West,175214,321,0,932,11625,22147
2025-01-14,Chennai,Central,184413,1441,0,864,14647,44615
2025-01-14,Chennai,North,219038,4808,0,910,18022,26528
2025-01-14,Chennai,South,230482,189,1,841,14454,41944
2025-01-14,Chennai,East,182119,4657,0,890,13627,16018
2025-01-14,Chennai,West,140381,2031,1,907,11316,44712
2025-01-14,Madurai,Central,140927,2072,0,945,17928,23512
2025-01-14,Madurai,North,50527,2598,0,818,3925,18778
2025-01-14,Madurai,South,86011,4464,0,855,10766,40518
2025-01-14,Madurai,East,231770,544,0,866,13770,43473
2025-01-14,Madurai,West,54636,310,1,839,6239,14278
2025-01-14,Trichy,Central,197746,2071,0,812,15524,11088
2025-01-14,Trichy,North,135180,2552,0,804,6226,36407
2025-01-14,Trichy,South,241187,1424,1,834,4385,20406
2025-01-14,Trichy,East,168588,608,0,908,13224,24496
2025-01-14,Trichy,West,220613,2420,0,906,16462,44151
2025-01-14,Salem,Central,235063,1587,0,844,15104,38153
2025-01-14,Salem,North,194891,4793,1,806,7237,30531
2025-01-14,Salem,South,231089,3920,0,943,7862,34712
2025-01-14,Salem,East,75364,3640,0,928,6713,41874
2025-01-14,Salem,West,148550,3330,1,924,15865,22311
2025-01-15,Coimbatore,Central,59450,2092,1,812,9302,39019
2025-01-15,Coimbatore,North,106141,1708,0,909,8786,7539
2025-01-15,Coimbatore,South,141096,4829,0,903,14783,19205
2025-01-15,Coimbatore,East,54786,3886,0,866,14853,12461
2025-01-15,Coimbatore,West,52115,4758,0,854,9864,48345
2025-01-15,Chennai,Central,85146,3127,0,851,7201,39868
2025-01-15,Chennai,North,233877,3832,0,922,7314,22630
2025-01-15,Chennai,South,87093,565,0,871,7899,13151
2025-01-15,Chennai,East,74912,3910,1,822,2651,40860
2025-01-15,Chennai,West,81736,4382,0,908,19835,5233
2025-01-15,Madurai,Central,192894,2160,0,817,3272,47108
2025-01-15,Madurai,North,116083,4428,0,931,6035,24657
2025-01-15,Madurai,South,86833,2304,0,836,12803,46857
2025-01-15,Madurai,East,113560,640,0,840,2566,31877
2025-01-15,Madurai,West,243875,1456,0,837,7947,12091
2025-01-15,Trichy,Central,211686,4705,0,893,8052,18861
2025-01-15,Trichy,North,211068,4735,1,937,2594,29257
2025-01-15,Trichy,South,219091,2209,0,884,5313,11135
2025-01-15,Trichy,East,219223,1422,1,839,15870,37048
2025-01-15,Trichy,West,164609,2499,0,857,2651,20145
2025-01-15,Salem,Central,109739,1466,0,803,4883,20871
2025-01-15,Salem,North,244215,277,0,851,11388,23434
2025-01-15,Salem,South,243891,817,0,856,3674,36586
2025-01-15,Salem,East,86449,4067,0,922,13701,31530
2025-01-15,Salem,West,137944,449,0,814,11674,34296
2025-01-16,Coimbatore,Central,94892,1262,0,883,12562,30856
2025-01-16,Coimbatore,North,148252,4562,1,818,6797,26405
2025-01-16,Coimbatore,South,105311,221,0,939,11583,30451
2025-01-16,Coimbatore,East,148774,1213,0,861,12316,29769
2025-01-16,Coimbatore,West,229576,1052,0,867,18126,37894
2025-01-16,Chennai,Central,163397,2722,0,841,18514,34116
2025-01-16,Chennai,North,118052,620,0,885,18528,33556
2025-01-16,Chennai,South,165016,4666,1,945,10117,21848
2025-01-16,Chennai,East,127836,4641,0,927,10508,24949
2025-01-16,Chennai,West,78612,4121,0,833,15700,24320
2025-01-16,Madurai,Central,88783,3250,0,809,19630,10978
2025-01-16,Madurai,North,235512,4664,1,891,11406,49517
2025-01-16,Madurai,South,85066,489,0,842,10308,24143
2025-01-16,Madurai,East,86404,378,0,917,12913,46339
2025-01-16,Madurai,West,170221,4163,0,941,2769,24897
2025-01-16,Trichy,Central,137084,4245,0,937,12875,34063
2025-01-16,Trichy,North,184736,2265,0,821,2490,13344
2025-01-16,Trichy,South,200611,1660,0,826,18084,19543
2025-01-16,Trichy,East,158262,2599,0,808,10877,32767
2025-01-16,Trichy,West,76438,352,0,897,17856,13493
2025-01-16,Salem,Central,152754,2563,0,927,5489,27917
2025-01-16,Salem,North,231374,1190,0,927,7933,29417
2025-01-16,Salem,South,100938,2171,0,857,14835,25352
2025-01-16,Salem,East,159149,2442,0,837,3242,25224
2025-01-16,Salem,West,71913,3329,0,853,17606,28577
2025-01-17,Coimbatore,Central,239613,4330,0,929,4684,14018
2025-01-17,Coimbatore,North,236786,1585,1,890,7766,22070
2025-01-17,Coimbatore,South,121413,2312,0,815,15891,24279
2025-01-17,Coimbatore,East,115829,4073,0,943,15375,24160
2025-01-17,Coimbatore,West,189098,2462,0,823,18440,24678
2025-01-17,Chennai,Central,245582,3171,0,905,3746,44054
2025-01-17,Chennai,North,234171,4965,0,821,3713,16137
2025-01-17,Chennai,South,200232,4987,0,868,11607,49491
2025-01-17,Chennai,East,212836,2365,0,866,8924,34544
2025-01-17,Chennai,West,190120,695,0,802,8909,48878
2025-01-17,Madurai,Central,142795,2674,1,809,19607,41450
2025-01-17,Madurai,North,86740,3080,0,938,2785,21932
2025-01-17,Madurai,South,161671,3021,0,865,3371,10669
2025-01-17,Madurai,East,242157,455,1,848,8932,47420
2025-01-17,Madurai,West,163229,434,1,889,11010,26185
2025-01-17,Trichy,Central,231522,891,0,801,15165,44713
2025-01-17,Trichy,North,193356,3483,0,847,17944,38969
2025-01-17,Trichy,South,161961,3403,0,808,10073,28572
2025-01-17,Trichy,East,154574,4641,0,836,8898,18584
2025-01-17,Trichy,West,213234,1009,0,886,9344,28203
2025-01-17,Salem,Central,191429,4418,0,931,8972,20990
2025-01-17,Salem,North,68062,2798,1,820,14242,33001
2025-01-17,Salem,South,145906,3893,1,814,11705,24455
2025-01-17,Salem,East,174489,760,0,815,4033,36918
2025-01-17,Salem,West,128178,1798,0,805,18909,26576
2025-01-18,Coimbatore,Central,52781,3913,1,931,4466,34473
2025-01-18,Coimbatore,North,85586,2890,0,823,9252,17184
2025-01-18,Coimbatore,South,176470,1990,0,925,6824,35621
2025-01-18,Coimbatore,East,117889,4087,0,828,5840,44338
2025-01-18,Coimbatore,West,116408,2173,0,834,17008,45769
2025-01-18,Chennai,Central,224707,2319,0,903,13054,21659
2025-01-18,Chennai,North,196176,900,1,815,7837,21258
2025-01-18,Chennai,South,131071,3464,0,810,8138,45320
2025-01-18,Chennai,East,119930,2439,1,870,10493,48137
2025-01-18,Chennai,West,71062,2953,0,804,12602,26119
2025-01-18,Madurai,Central,107655,185,1,862,15669,42343
2025-01-18,Madurai,North,117836,3185,1,882,17642,36337
2025-01-18,Madurai,South,192142,201,0,872,18014,27258
2025-01-18,Madurai,East,119395,979,1,812,13021,44000
2025-01-18,Madurai,West,236010,580,0,832,10035,48489
2025-01-18,Trichy,Central,221283,2099,1,859,7829,31706
2025-01-18,Trichy,North,74611,181,0,829,6064,11255
2025-01-18,Trichy,South,93116,2166,1,809,7766,7177
2025-01-18,Trichy,East,104909,1753,0,926,12359,24890
2025-01-18,Trichy,West,125480,1054,0,885,4574,7187
2025-01-18,Salem,Central,62580,2928,0,804,17999,19738
2025-01-18,Salem,North,232731,3272,0,910,12309,16506
2025-01-18,Salem,South,229534,4032,0,926,13969,40069
2025-01-18,Salem,East,68439,1427,1,803,11765,47188
2025-01-18,Salem,West,205007,1736,0,820,14872,38069
2025-01-19,Coimbatore,Central,118307,677,1,859,17451,21206
2025-01-19,Coimbatore,North,140963,3803,1,930,13067,20753
2025-01-19,Coimbatore,South,129530,1441,0,934,5027,16137
2025-01-19,Coimbatore,East,130137,2296,0,909,15778,38899
2025-01-19,Coimbatore,West,212431,3916,0,808,6336,46833
2025-01-19,Chennai,Central,161970,2878,0,842,16672,34743
2025-01-19,Chennai,North,185850,2489,1,921,7201,44026
2025-01-19,Chennai,South,242623,602,1,881,19880,41631
2025-01-19,Chennai,East,126787,2256,0,920,16840,7457
2025-01-19,Chennai,West,176064,2117,1,895,12401,33300
2025-01-19,Madurai,Central,211125,1836,1,921,5814,44744
2025-01-19,Madurai,North,142057,1996,0,926,11840,24207
2025-01-19,Madurai,South,125436,2327,0,824,15078,44725
2025-01-19,Madurai,East,104270,3016,0,940,17023,14761
2025-01-19,Madurai,West,161160,1480,0,809,11402,43309
2025-01-19,Trichy,Central,232194,2836,0,879,9107,9690
2025-01-19,Trichy,North,199855,481,0,914,8896,24658
2025-01-19,Trichy,South,129433,3012,1,873,10159,30007
2025-01-19,Trichy,East,57228,4787,0,937,7003,41455
2025-01-19,Trichy,West,120771,2726,1,894,10743,49238
2025-01-19,Salem,Central,111107,3703,0,851,10145,14106
2025-01-19,Salem,North,116479,1940,0,936,5723,23722
2025-01-19,Salem,South,128363,929,0,862,4772,33011
2025-01-19,Salem,East,197645,3739,0,872,15992,49208
2025-01-19,Salem,West,72347,1322,0,811,12832,27457
2025-01-20,Coimbatore,Central,206519,1489,1,806,12145,17001
2025-01-20,Coimbatore,North,90704,3324,0,948,3690,41764
2025-01-20,Coimbatore,South,247114,175,1,808,7395,34924
2025-01-20,Coimbatore,East,95870,3105,1,898,4615,48270
2025-01-20,Coimbatore,West,231093,2439,1,887,13205,12025
2025-01-20,Chennai,Central,134850,1788,0,848,15720,32681
2025-01-20,Chennai,North,72694,4795,0,936,9656,34130
2025-01-20,Chennai,South,121467,2614,0,842,3490,6083
2025-01-20,Chennai,East,246061,547,0,868,13545,19577
2025-01-20,Chennai,West,138235,4933,0,928,8463,14167
2025-01-20,Madurai,Central,229299,2606,1,822,8568,11932
2025-01-20,Madurai,North,71722,2798,0,841,17264,26221
2025-01-20,Madurai,South,191023,3599,0,913,16569,22138
2025-01-20,Madurai,East,177978,696,0,916,12391,7948
2025-01-20,Madurai,West,133017,213,1,852,19475,44826
2025-01-20,Trichy,Central,195120,3350,0,934,8605,11160
2025-01-20,Trichy,North,163607,4394,0,857,14185,14529
2025-01-20,Trichy,South,224287,3915,0,809,5035,16643
2025-01-20,Trichy,East,80590,2592,0,838,17729,49785
2025-01-20,Trichy,West,126056,404,0,900,9551,11259
2025-01-20,Salem,Central,204562,521,0,933,5188,44684
2025-01-20,Salem,North,170320,2511,0,936,7658,6235
2025-01-20,Salem,South,212280,840,0,812,13459,27948
2025-01-20,Salem,East,81371,1205,1,883,2515,24050
2025-01-20,Salem,West,62742,3092,0,869,6244,21344
2025-01-21,Coimbatore,Central,125713,899,1,802,19195,27643
2025-01-21,Coimbatore,North,152696,4821,0,896,14842,10775
2025-01-21,Coimbatore,South,111374,912,0,879,3518,48745
2025-01-21,Coimbatore,East,163784,2937,0,890,11328,9404
2025-01-21,Coimbatore,West,140571,4860,0,832,10599,17034
2025-01-21,Chennai,Central,85462,2550,0,848,4898,29015
2025-01-21,Chennai,North,75471,701,0,823,8807,42352
2025-01-21,Chennai,South,109936,741,1,804,5180,42840
2025-01-21,Chennai,East,216214,4526,0,870,8237,29217
2025-01-21,Chennai,West,144956,1816,0,833,10326,22197
2025-01-21,Madurai,Central,205239,3554,1,903,3317,9547
2025-01-21,Madurai,North,146325,859,0,846,19597,44637
2025-01-21,Madurai,South,149406,746,1,936,4908,28841
2025-01-21,Madurai,East,152235,3054,0,926,13671,30450
2025-01-21,Madurai,West,146423,4696,0,856,13696,17471
2025-01-21,Trichy,Central,185180,3016,1,842,9124,47360
2025-01-21,Trichy,North,245469,3454,1,874,14071,17444
2025-01-21,Trichy,South,162656,4186,0,913,5290,19469
2025-01-21,Trichy,East,116632,3861,0,833,19344,45488
2025-01-21,Trichy,West,231201,510,1,822,13692,27686
2025-01-21,Salem,Central,61576,917,1,932,17149,12053
2025-01-21,Salem,North,142469,1204,0,805,11574,31402
2025-01-21,Salem,South,176864,272,0,890,19042,29971
2025-01-21,Salem,East,151588,4187,1,806,10413,24637
2025-01-21,Salem,West,232110,1299,0,840,8378,41367
2025-01-22,Coimbatore,Central,153766,1353,1,804,7686,34085
2025-01-22,Coimbatore,North,188598,3478,1,938,9590,11681
2025-01-22,Coimbatore,South,76427,4675,0,814,15926,14257
2025-01-22,Coimbatore,East,176098,3630,0,805,17058,36143
2025-01-22,Coimbatore,West,196146,189,0,873,12425,14750
2025-01-22,Chennai,Central,242242,2585,0,823,11296,25451
2025-01-22,Chennai,North,113221,3036,0,873,18269,27268
2025-01-22,Chennai,South,201712,3100,0,820,8202,29732
2025-01-22,Chennai,East,244811,1929,0,838,10910,5214
2025-01-22,Chennai,West,245667,2821,0,823,17153,39286
2025-01-22,Madurai,Central,138318,4067,0,842,2227,7361
2025-01-22,Madurai,North,195774,3201,1,942,3242,10363
2025-01-22,Madurai,South,115204,3258,0,914,14671,30404
2025-01-22,Madurai,East,148847,3226,0,938,19632,22745
2025-01-22,Madurai,West,187094,1571,0,928,2991,42993
2025-01-22,Trichy,Central,60029,3009,0,899,3068,26926
2025-01-22,Trichy,North,236874,1283,1,838,3429,39738
2025-01-22,Trichy,South,171096,4855,1,832,19275,41084
2025-01-22,Trichy,East,143470,3152,0,835,19520,38129
2025-01-22,Trichy,West,58085,3020,1,928,13299,26414
2025-01-22,Salem,Central,118579,4640,0,940,17468,17127
2025-01-22,Salem,North,100750,1623,0,938,6764,34492
2025-01-22,Salem,South,106360,1328,1,930,8699,26950
2025-01-22,Salem,East,72990,1852,0,876,3622,15268
2025-01-22,Salem,West,172397,2369,0,933,8965,31802
2025-01-23,Coimbatore,Central,142914,2159,0,845,10339,10347
2025-01-23,Coimbatore,North,103098,4299,0,907,11551,21998
2025-01-23,Coimbatore,South,128725,2641,0,918,5578,29921
2025-01-23,Coimbatore,East,104923,4775,0,800,3657,24560
2025-01-23,Coimbatore,West,144715,4037,0,861,15021,44826
2025-01-23,Chennai,Central,99201,1940,0,882,12043,40264
2025-01-23,Chennai,North,186661,4446,0,896,19785,39146
2025-01-23,Chennai,South,177405,107,0,845,3453,8167
2025-01-23,Chennai,East,187956,3755,0,802,16559,8790
2025-01-23,Chennai,West,113637,1769,0,944,17630,49563
2025-01-23,Madurai,Central,119507,3079,0,928,4013,30275
2025-01-23,Madurai,North,100117,3409,0,867,9412,46482
2025-01-23,Madurai,South,210248,1658,0,913,7723,36318
2025-01-23,Madurai,East,94502,238,0,898,2269,43014
2025-01-23,Madurai,West,248166,2263,1,887,9805,38278
2025-01-23,Trichy,Central,105848,4993,0,808,10276,39708
2025-01-23,Trichy,North,232629,1936,0,883,15529,15289
2025-01-23,Trichy,South,97085,712,1,879,7941,35098
2025-01-23,Trichy,East,173879,3769,0,845,16440,12759
2025-01-23,Trichy,West,211353,3397,0,926,14348,37107
2025-01-23,Salem,Central,190013,336,1,838,5326,43518
2025-01-23,Salem,North,121210,4758,0,820,16244,14899
2025-01-23,Salem,South,186873,1538,1,819,13919,33727
2025-01-23,Salem,East,72812,238,1,893,19647,14584
2025-01-23,Salem,West,233102,729,0,888,19731,6521
2025-01-24,Coimbatore,Central,56732,532,0,828,13304,29804
2025-01-24,Coimbatore,North,186176,2439,0,914,7973,25333
2025-01-24,Coimbatore,South,82005,2215,0,817,2872,19956
2025-01-24,Coimbatore,East,54876,4301,1,845,10569,29511
2025-01-24,Coimbatore,West,246617,3841,0,852,4255,27917
2025-01-24,Chennai,Central,211823,868,0,896,17064,46884
2025-01-24,Chennai,North,111177,2093,0,842,15203,35937
2025-01-24,Chennai,South,236087,1877,0,929,13556,40448
2025-01-24,Chennai,East,183867,4156,0,863,14232,21170
2025-01-24,Chennai,West,110744,4661,0,911,9898,46010
2025-01-24,Madurai,Central,235713,4729,1,898,19635,17221
2025-01-24,Madurai,North,95696,814,0,847,13137,25872
2025-01-24,Madurai,South,245190,4345,0,861,5685,32880
2025-01-24,Madurai,East,70842,1156,1,816,18289,15666
2025-01-24,Madurai,West,170177,777,1,864,10117,44485
2025-01-24,Trichy,Central,106635,1234,0,827,17495,10478
2025-01-24,Trichy,North,136894,587,0,809,8183,39876
2025-01-24,Trichy,South,152198,2903,0,827,4978,14429
2025-01-24,Trichy,East,188004,469,0,836,3661,43190
2025-01-24,Trichy,West,215950,2546,0,945,19318,49932
2025-01-24,Salem,Central,228675,4696,0,854,13681,32631
2025-01-24,Salem,North,223979,527,0,802,2365,26558
2025-01-24,Salem,South,243952,2612,0,945,15059,22813
2025-01-24,Salem,East,150073,1772,0,829,8201,37088
2025-01-24,Salem,West,163782,2047,1,834,13440,24632
2025-01-25,Coimbatore,Central,98074,3414,0,817,6614,8734
2025-01-25,Coimbatore,North,151378,2641,0,867,18424,44606
2025-01-25,Coimbatore,South,122122,4658,1,925,4974,8084
2025-01-25,Coimbatore,East,175349,346,1,835,12440,7164
2025-01-25,Coimbatore,West,106431,4873,0,890,16270,47834
2025-01-25,Chennai,Central,247237,849,1,804,16523,9438
2025-01-25,Chennai,North,64515,3499,1,892,10610,6111
2025-01-25,Chennai,South,224050,838,0,895,10395,19721
2025-01-25,Chennai,East,89799,4570,0,908,10743,35505
2025-01-25,Chennai,West,64498,4013,0,943,19114,24173
2025-01-25,Madurai,Central,224200,989,1,897,14938,47718
2025-01-25,Madurai,North,197237,2043,0,920,14119,21083
2025-01-25,Madurai,South,187024,4018,0,901,9966,7537
2025-01-25,Madurai,East,188370,613,0,910,8099,36420
2025-01-25,Madurai,West,61019,4735,0,908,17553,24905
2025-01-25,Trichy,Central,164606,3209,1,840,13468,12502
2025-01-25,Trichy,North,80422,169,0,820,3966,11456
2025-01-25,Trichy,South,78130,1437,0,828,5755,13506
2025-01-25,Trichy,East,88808,1171,0,924,13678,40937
2025-01-25,Trichy,West,78153,1782,1,820,7559,22045
2025-01-25,Salem,Central,112147,2890,0,841,15677,45590
2025-01-25,Salem,North,118204,3913,0,804,7025,30646
2025-01-25,Salem,South,192539,924,0,855,18600,39297
2025-01-25,Salem,East,169988,669,0,914,16376,12430
2025-01-25,Salem,West,160139,2590,0,888,13679,27605
2025-01-26,Coimbatore,Central,237604,974,0,927,15939,24169
2025-01-26,Coimbatore,North,103913,642,1,828,17790,49432
2025-01-26,Coimbatore,South,200917,986,1,843,3427,10443
2025-01-26,Coimbatore,East,227490,3754,1,801,3706,35760
2025-01-26,Coimbatore,West,233850,330,0,887,13053,46159
2025-01-26,Chennai,Central,231782,106,0,896,15788,8790
2025-01-26,Chennai,North,189877,1465,0,812,7334,25882
2025-01-26,Chennai,South,169916,3508,0,858,12842,40381
2025-01-26,Chennai,East,72740,4028,0,946,14432,12045
2025-01-26,Chennai,West,145498,3136,1,914,15304,15017
2025-01-26,Madurai,Central,132387,2660,0,861,12474,24438
2025-01-26,Madurai,North,71840,3066,1,817,16658,49860
2025-01-26,Madurai,South,143201,4783,0,842,6567,17039
2025-01-26,Madurai,East,51267,1397,0,947,3128,33678
2025-01-26,Madurai,West,79838,1930,1,945,6771,5361
2025-01-26,Trichy,Central,217768,1097,1,866,8792,38979
2025-01-26,Trichy,North,186955,697,1,907,16753,34314
2025-01-26,Trichy,South,101432,3710,0,818,3316,42428
2025-01-26,Trichy,East,145909,4417,0,825,4288,45274
2025-01-26,Trichy,West,179192,2032,0,911,14768,14517
2025-01-26,Salem,Central,221769,3159,0,947,18888,45348
2025-01-26,Salem,North,82870,1464,1,853,16898,47069
2025-01-26,Salem,South,187713,2776,0,813,3855,43784
2025-01-26,Salem,East,146465,2838,0,817,14072,17356
2025-01-26,Salem,West,171220,3251,1,898,19188,25994
2025-01-27,Coimbatore,Central,179913,3341,0,914,3307,26547
2025-01-27,Coimbatore,North,128845,543,1,832,6658,27829
2025-01-27,Coimbatore,South,57932,1695,0,949,16791,25200
2025-01-27,Coimbatore,East,109264,4736,0,802,4010,15643
2025-01-27,Coimbatore,West,135752,1188,0,819,3388,17728
2025-01-27,Chennai,Central,139720,1462,0,934,8656,35161
2025-01-27,Chennai,North,123443,3884,0,802,17114,44676
2025-01-27,Chennai,South,156490,4494,1,915,19917,21298
2025-01-27,Chennai,East,238774,988,1,931,11836,16436
2025-01-27,Chennai,West,54366,2968,0,863,6941,9407
2025-01-27,Madurai,Central,59365,2860,0,925,17670,32562
2025-01-27,Madurai,North,245604,4152,0,808,3145,41083
2025-01-27,Madurai,South,65175,1586,1,834,2207,37410
2025-01-27,Madurai,East,164333,1348,0,804,2388,18442
2025-01-27,Madurai,West,54635,2901,0,934,11709,23339
2025-01-27,Trichy,Central,148124,4467,0,946,12371,39270
2025-01-27,Trichy,North,57494,2738,0,871,2251,49477
2025-01-27,Trichy,South,222362,507,1,896,17807,47350
2025-01-27,Trichy,East,71459,1558,1,918,15026,37253
2025-01-27,Trichy,West,212572,3503,1,863,4304,23773
2025-01-27,Salem,Central,127583,1894,1,810,8248,32180
2025-01-27,Salem,North,200655,2622,1,906,17271,34173
2025-01-27,Salem,South,60894,1976,0,903,9263,38219
2025-01-27,Salem,East,138622,2314,0,923,8704,40421
2025-01-27,Salem,West,207638,2587,0,809,2616,14156
2025-01-28,Coimbatore,Central,169963,1514,0,880,5260,15146
2025-01-28,Coimbatore,North,186410,4442,0,905,3850,47940
2025-01-28,Coimbatore,South,189918,3179,1,838,19699,25217
2025-01-28,Coimbatore,East,83815,4518,0,870,18413,39746
2025-01-28,Coimbatore,West,240415,700,1,884,19994,19170
2025-01-28,Chennai,Central,131253,2606,0,824,16227,15804
2025-01-28,Chennai,North,171614,1867,0,859,18014,10936
2025-01-28,Chennai,South,211451,4224,0,934,6093,41629
2025-01-28,Chennai,East,97875,3792,0,885,19192,39966
2025-01-28,Chennai,West,59913,3367,0,865,3266,34593
2025-01-28,Madurai,Central,167496,562,0,823,16853,33482
2025-01-28,Madurai,North,71227,1022,0,861,7367,29805
2025-01-28,Madurai,South,138932,1701,0,903,17415,8292
2025-01-28,Madurai,East,94213,3859,0,817,15484,27803
2025-01-28,Madurai,West,229613,4289,0,822,10447,34975
2025-01-28,Trichy,Central,207669,2964,0,815,16491,18767
